Robert Garrett,Accessibility Inspector,,,Robert’s MacBook Pro,Mac,/Applications/Xcode.app/Contents/Applications/Accessibility Inspector.app,Apple,,com.apple.AccessibilityInspector,165.1,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",5
Robert Garrett,Activity Monitor,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Activity Monitor.app,Apple,,com.apple.ActivityMonitor,1040,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",10.14
Robert Garrett,AirPort Utility,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/AirPort Utility.app,Apple,,com.apple.airport.airportutility,639.26,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",6.3.9
Robert Garrett,AirScanLegacyDiscovery,,,Robert’s MacBook Pro,Mac,/Library/Image Capture/Support/LegacyDeviceDiscoveryHelpers/AirScanLegacyDiscovery.app,Apple,,com.apple.print.AirScanLegacyDiscovery,2.3.1,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",607
Robert Garrett,Amazon Kindle,,,Robert’s MacBook Pro,Mac,/Applications/Amazon Kindle.app,Mac App Store,,com.amazon.Lassen,1.381962.10,"Apple Mac OS Application Signing, Apple Worldwide Developer Relations Certification Authority, Apple Root CA",7.36
Robert Garrett,Antares Central,,,Robert’s MacBook Pro,Mac,/Applications/Antares Audio Technologies/Antares Central.app,Identified Developer,,com.antarestech.antares-central,1.6.0,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",1.6.0
Robert Garrett,Antares Central Services,,,Robert’s MacBook Pro,Mac,/Applications/Antares Audio Technologies/Antares Central.app/Contents/MacOS/Antares Central Services.app,Identified Developer,,com.antarestech.antares-central,1.6.0,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",1.6.0
Robert Garrett,App Store,,,Robert’s MacBook Pro,Mac,/System/Applications/App Store.app,Apple,,com.apple.AppStore,1010.5.4,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",3
Robert Garrett,AppleMobileDeviceHelper,,,Robert’s MacBook Pro,Mac,/Library/Apple/System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/AppleMobileDeviceHelper.app,Apple,,com.apple.SyncServices.AppleMobileDeviceHelper,932,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",5
Robert Garrett,AppleMobileSync,,,Robert’s MacBook Pro,Mac,/Library/Apple/System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/AppleMobileSync.app,Apple,,com.apple.SyncServices.AppleMobileSync,932,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",5
Robert Garrett,Arc,,,Robert’s MacBook Pro,Mac,/Applications/Arc.app,Identified Developer,,company.thebrowser.Browser,61725,"Developer ID Application: The Browser Company of New York Inc. (S6N382Y83G), Developer ID Certification Authority, Apple Root CA",1.91.0
Robert Garrett,Assistant,,,Robert’s MacBook Pro,Mac,/opt/homebrew/Cellar/qt@5/5.15.16_2/libexec/Assistant.app,,,org.qt-project.assistant,,,
Robert Garrett,Audio MIDI Setup,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Audio MIDI Setup.app,Apple,,com.apple.audio.AudioMIDISetup,3.6,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",3.6
Robert Garrett,Auto-Tune Central,,,Robert’s MacBook Pro,Mac,/Applications/Auto-Tune Central.app,Identified Developer,,com.Antares.AutoTuneCentral,1.5.0.3965,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",1.5.0
Robert Garrett,Auto-Tune Central Helper,,,Robert’s MacBook Pro,Mac,/Applications/Auto-Tune Central.app/Contents/Frameworks/Auto-Tune Central Helper.app,Identified Developer,,com.Antares.AutoTuneCentral.helper,1.5.0.3965,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Auto-Tune Central Helper (GPU),,,Robert’s MacBook Pro,Mac,/Applications/Auto-Tune Central.app/Contents/Frameworks/Auto-Tune Central Helper (GPU).app,Identified Developer,,com.Antares.AutoTuneCentral.helper.GPU,1.5.0.3965,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Auto-Tune Central Helper (Plugin),,,Robert’s MacBook Pro,Mac,/Applications/Auto-Tune Central.app/Contents/Frameworks/Auto-Tune Central Helper (Plugin).app,Identified Developer,,com.Antares.AutoTuneCentral.helper.Plugin,1.5.0.3965,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Auto-Tune Central Helper (Renderer),,,Robert’s MacBook Pro,Mac,/Applications/Auto-Tune Central.app/Contents/Frameworks/Auto-Tune Central Helper (Renderer).app,Identified Developer,,com.Antares.AutoTuneCentral.helper.Renderer,1.5.0.3965,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Automator,,,Robert’s MacBook Pro,Mac,/System/Applications/Automator.app,Apple,,com.apple.Automator,528,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",2.1
Robert Garrett,Autoupdate,,,Robert’s MacBook Pro,Mac,/Applications/Focusrite Control 2.app/Contents/Frameworks/Sparkle.framework/Versions/A/Resources/Autoupdate.app,Identified Developer,,org.sparkle-project.Sparkle.Autoupdate,1.26.0,"Developer ID Application: Focusrite Audio Engineering Ltd. (7VYBQV3T2Q), Developer ID Certification Authority, Apple Root CA",1.26.0
Robert Garrett,Autoupdate,,,Robert’s MacBook Pro,Mac,/Applications/iLok License Manager.app/Contents/Frameworks/Sparkle.framework/Versions/A/Resources/Autoupdate.app,Identified Developer,,org.sparkle-project.Sparkle.Autoupdate,1.24.0,"Developer ID Application: PACE Anti-Piracy, Inc. (TFZ8226T6X), Developer ID Certification Authority, Apple Root CA",1.24.0 a-51-gf2fc729b
Robert Garrett,Autoupdate,,,Robert’s MacBook Pro,Mac,/Applications/iTerm.app/Contents/Frameworks/Sparkle.framework/Versions/A/Resources/Autoupdate.app,Identified Developer,,org.sparkle-project.Sparkle.Autoupdate,1.22.0,"Developer ID Application: GEORGE NACHMAN (H7V7XYVQ7D), Developer ID Certification Authority, Apple Root CA",1.22.0 1349-gd4f0717
Robert Garrett,Autoupdate,,,Robert’s MacBook Pro,Mac,/Applications/Postgres.app/Contents/Frameworks/Sparkle.framework/Versions/A/Resources/Autoupdate.app,Identified Developer,,org.sparkle-project.Sparkle.Autoupdate,1.26.0,"Developer ID Application: Jakob Egger (ZF84SJ5A3G), Developer ID Certification Authority, Apple Root CA",1.26.0
Robert Garrett,backgroundinstruments,,,Robert’s MacBook Pro,Mac,/Applications/Xcode.app/Contents/Applications/Instruments.app/Contents/Helpers/backgroundinstruments.app,Apple,,com.apple.dt.instruments.backgroundinstruments,64570.99.5,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",16
Robert Garrett,Bluetooth File Exchange,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Bluetooth File Exchange.app,Apple,,com.apple.BluetoothFileExchange,1,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",9
Robert Garrett,Books,,,Robert’s MacBook Pro,Mac,/System/Applications/Books.app,Apple,,com.apple.iBooksX,6382,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",7.5
Robert Garrett,Boot Camp Assistant,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Boot Camp Assistant.app,Apple,,com.apple.bootcampassistant,6344,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",6.1.0
Robert Garrett,Browser Helper,,,Robert’s MacBook Pro,Mac,/Applications/Arc.app/Contents/Frameworks/ArcCore.framework/Versions/A/Helpers/Browser Helper.app,Identified Developer,,company.thebrowser.browser.helper,7049.96,"Developer ID Application: The Browser Company of New York Inc. (S6N382Y83G), Developer ID Certification Authority, Apple Root CA",135.0.7049.96
Robert Garrett,Browser Helper (Alerts),,,Robert’s MacBook Pro,Mac,/Applications/Arc.app/Contents/Frameworks/ArcCore.framework/Versions/A/Helpers/Browser Helper (Alerts).app,Identified Developer,,company.thebrowser.browser.framework.AlertNotificationService,7049.96,"Developer ID Application: The Browser Company of New York Inc. (S6N382Y83G), Developer ID Certification Authority, Apple Root CA",135.0.7049.96
Robert Garrett,Browser Helper (GPU),,,Robert’s MacBook Pro,Mac,/Applications/Arc.app/Contents/Frameworks/ArcCore.framework/Versions/A/Helpers/Browser Helper (GPU).app,Identified Developer,,company.thebrowser.browser.helper,7049.96,"Developer ID Application: The Browser Company of New York Inc. (S6N382Y83G), Developer ID Certification Authority, Apple Root CA",135.0.7049.96
Robert Garrett,Browser Helper (Plugin),,,Robert’s MacBook Pro,Mac,/Applications/Arc.app/Contents/Frameworks/ArcCore.framework/Versions/A/Helpers/Browser Helper (Plugin).app,Identified Developer,,company.thebrowser.browser.helper.plugin,7049.96,"Developer ID Application: The Browser Company of New York Inc. (S6N382Y83G), Developer ID Certification Authority, Apple Root CA",135.0.7049.96
Robert Garrett,Browser Helper (Renderer),,,Robert’s MacBook Pro,Mac,/Applications/Arc.app/Contents/Frameworks/ArcCore.framework/Versions/A/Helpers/Browser Helper (Renderer).app,Identified Developer,,company.thebrowser.browser.helper.renderer,7049.96,"Developer ID Application: The Browser Company of New York Inc. (S6N382Y83G), Developer ID Certification Authority, Apple Root CA",135.0.7049.96
Robert Garrett,Calculator,,,Robert’s MacBook Pro,Mac,/System/Applications/Calculator.app,Apple,,com.apple.calculator,224,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",11
Robert Garrett,Calendar,,,Robert’s MacBook Pro,Mac,/System/Applications/Calendar.app,Apple,,com.apple.iCal,2995.6.1,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",15
Robert Garrett,Chess,,,Robert’s MacBook Pro,Mac,/System/Applications/Chess.app,Apple,,com.apple.Chess,3.18,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",3.18
Robert Garrett,Chromium,,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/ms-playwright/chromium-1161/chrome-mac/Chromium.app,,,org.chromium.Chromium,6998.35,,134.0.6998.35
Robert Garrett,Chromium Helper,,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/ms-playwright/chromium-1161/chrome-mac/Chromium.app/Contents/Frameworks/Chromium Framework.framework/Versions/134.0.6998.35/Helpers/Chromium Helper.app,,,org.chromium.Chromium.helper,6998.35,,134.0.6998.35
Robert Garrett,Chromium Helper (Alerts),,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/ms-playwright/chromium-1161/chrome-mac/Chromium.app/Contents/Frameworks/Chromium Framework.framework/Versions/134.0.6998.35/Helpers/Chromium Helper (Alerts).app,,,org.chromium.Chromium.framework.AlertNotificationService,6998.35,,134.0.6998.35
Robert Garrett,Chromium Helper (GPU),,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/ms-playwright/chromium-1161/chrome-mac/Chromium.app/Contents/Frameworks/Chromium Framework.framework/Versions/134.0.6998.35/Helpers/Chromium Helper (GPU).app,,,org.chromium.Chromium.helper,6998.35,,134.0.6998.35
Robert Garrett,Chromium Helper (Plugin),,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/ms-playwright/chromium-1161/chrome-mac/Chromium.app/Contents/Frameworks/Chromium Framework.framework/Versions/134.0.6998.35/Helpers/Chromium Helper (Plugin).app,,,org.chromium.Chromium.helper.plugin,6998.35,,134.0.6998.35
Robert Garrett,Chromium Helper (Renderer),,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/ms-playwright/chromium-1161/chrome-mac/Chromium.app/Contents/Frameworks/Chromium Framework.framework/Versions/134.0.6998.35/Helpers/Chromium Helper (Renderer).app,,,org.chromium.Chromium.helper.renderer,6998.35,,134.0.6998.35
Robert Garrett,Clock,,,Robert’s MacBook Pro,Mac,/System/Applications/Clock.app,Apple,,com.apple.clock,62,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",1.1
Robert Garrett,CmUninstall,,,Robert’s MacBook Pro,Mac,/Applications/Auto-Tune Central.app/Contents/Resources/CmUninstall.app,Identified Developer,,com.wibu.CmUninstall,,"Developer ID Application: Antares Audio Technologies, LLC (EWQDQRUXQ8), Developer ID Certification Authority, Apple Root CA",7 . 60 . 5625
Robert Garrett,Cocoa-AppleScript Applet,,,Robert’s MacBook Pro,Mac,/Library/Application Support/Script Editor/Templates/Cocoa-AppleScript Applet.app,,,com.apple.ScriptEditor.id.cocoa-applet-template,1,,1
Robert Garrett,Code Helper,,,Robert’s MacBook Pro,Mac,/Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app,Identified Developer,,com.microsoft.VSCode.helper,,"Developer ID Application: Microsoft Corporation (UBF8T346G9), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Code Helper (GPU),,,Robert’s MacBook Pro,Mac,/Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (GPU).app,Identified Developer,,com.github.Electron.helper,,"Developer ID Application: Microsoft Corporation (UBF8T346G9), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Code Helper (Plugin),,,Robert’s MacBook Pro,Mac,/Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app,Identified Developer,,com.github.Electron.helper,,"Developer ID Application: Microsoft Corporation (UBF8T346G9), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Code Helper (Renderer),,,Robert’s MacBook Pro,Mac,/Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app,Identified Developer,,com.github.Electron.helper,,"Developer ID Application: Microsoft Corporation (UBF8T346G9), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,CodeMeter,,,Robert’s MacBook Pro,Mac,/Applications/CodeMeter.app,Identified Developer,,com.codemeter.codemetercc,7.60.5625,"Developer ID Application: WIBU-SYSTEMS AG (2SE7W37452), Developer ID Certification Authority, Apple Root CA",7.60.5625
Robert Garrett,ColorSync Utility,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/ColorSync Utility.app,Apple,,com.apple.ColorSyncUtility,431,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",12.1.0
Robert Garrett,Console,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Console.app,Apple,,com.apple.Console,8.4.2,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",1.1
Robert Garrett,Contacts,,,Robert’s MacBook Pro,Mac,/System/Applications/Contacts.app,Apple,,com.apple.AddressBook,2695.500.71,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",14
Robert Garrett,crashreporter,,,Robert’s MacBook Pro,Mac,/Applications/Firefox.app/Contents/MacOS/crashreporter.app,Identified Developer,,org.mozilla.crashreporter,1,"Developer ID Application: Mozilla Corporation (43AQ936H96), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,crashreporter,,,Robert’s MacBook Pro,Mac,/Users/rg/Library/Caches/Mozilla/updates/Applications/Firefox/updates/0/Updated.app/Contents/MacOS/crashreporter.app,Identified Developer,,org.mozilla.crashreporter,1,"Developer ID Application: Mozilla Corporation (43AQ936H96), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Create ML,,,Robert’s MacBook Pro,Mac,/Applications/Xcode.app/Contents/Applications/Create ML.app,Apple,,com.apple.CreateML,151.2,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",6.2
Robert Garrett,DataGrip,,,Robert’s MacBook Pro,Mac,/Applications/DataGrip.app,Identified Developer,,com.jetbrains.datagrip,DB-232.10203.8,"Developer ID Application: JetBrains s.r.o. (2ZEFAR8TH3), Developer ID Certification Authority, Apple Root CA",2023.2.3
Robert Garrett,Designer,,,Robert’s MacBook Pro,Mac,/opt/homebrew/Cellar/qt@5/5.15.16_2/libexec/Designer.app,,,org.qt-project.Designer,,,
Robert Garrett,Developer,,,Robert’s MacBook Pro,Mac,/Applications/Developer.app,Mac App Store,,developer.apple.wwdc-Release,1081.4.1,"Apple Mac OS Application Signing, Apple Worldwide Developer Relations Certification Authority, Apple Root CA",10.8.1
Robert Garrett,Dictionary,,,Robert’s MacBook Pro,Mac,/System/Applications/Dictionary.app,Apple,,com.apple.Dictionary,294,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",2.3.0
Robert Garrett,Digital Color Meter,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Digital Color Meter.app,Apple,,com.apple.DigitalColorMeter,5.26,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",5.26
Robert Garrett,Disk Utility,,,Robert’s MacBook Pro,Mac,/System/Applications/Utilities/Disk Utility.app,Apple,,com.apple.DiskUtility,2400,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",22.7
Robert Garrett,DisplayLink Manager,,,Robert’s MacBook Pro,Mac,/Applications/DisplayLink Manager.app,Identified Developer,,com.displaylink.DisplayLinkUserAgent,14,"Developer ID Application: DisplayLink Corp (73YQY62QM3), Developer ID Certification Authority, Apple Root CA",1.10.2
Robert Garrett,DisplayLinkLoginHelper,,,Robert’s MacBook Pro,Mac,/Applications/DisplayLink Manager.app/Contents/Library/LoginItems/DisplayLinkLoginHelper.app,Identified Developer,,com.displaylink.DisplayLinkLoginHelper,14,"Developer ID Application: DisplayLink Corp (73YQY62QM3), Developer ID Certification Authority, Apple Root CA",1.10.2
Robert Garrett,Docker,,,Robert’s MacBook Pro,Mac,/Applications/Docker.app,Identified Developer,,com.docker.docker,179585,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",4.37.2
Robert Garrett,Docker Desktop,,,Robert’s MacBook Pro,Mac,/Applications/Docker.app/Contents/MacOS/Docker Desktop.app,Identified Developer,,com.electron.dockerdesktop,4.37.2.28,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",4.37.2
Robert Garrett,Docker Desktop Helper,,,Robert’s MacBook Pro,Mac,/Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper.app,Identified Developer,,com.electron.dockerdesktop.helper,4.37.2.28,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Docker Desktop Helper (GPU),,,Robert’s MacBook Pro,Mac,/Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper (GPU).app,Identified Developer,,com.electron.dockerdesktop.helper.GPU,4.37.2.28,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Docker Desktop Helper (Plugin),,,Robert’s MacBook Pro,Mac,/Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper (Plugin).app,Identified Developer,,com.electron.dockerdesktop.helper.Plugin,4.37.2.28,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,Docker Desktop Helper (Renderer),,,Robert’s MacBook Pro,Mac,/Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper (Renderer).app,Identified Developer,,com.electron.dockerdesktop.helper.Renderer,4.37.2.28,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",
Robert Garrett,DockerHelper,,,Robert’s MacBook Pro,Mac,/Applications/Docker.app/Contents/Library/LoginItems/DockerHelper.app,Identified Developer,,com.docker.helper,2,"Developer ID Application: Docker Inc (9BNSXJN65R), Developer ID Certification Authority, Apple Root CA",1.0.1
Robert Garrett,Droplet with Settable Properties,,,Robert’s MacBook Pro,Mac,/Library/Application Support/Script Editor/Templates/Droplets/Droplet with Settable Properties.app,,,com.apple.ScriptEditor.id.droplet-with-settable-properties-template,,,1
Robert Garrett,FaceTime,,,Robert’s MacBook Pro,Mac,/System/Applications/FaceTime.app,Apple,,com.apple.FaceTime,36,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",36
Robert Garrett,FileMerge,,,Robert’s MacBook Pro,Mac,/Applications/Xcode.app/Contents/Applications/FileMerge.app,Apple,,com.apple.FileMerge,23700,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",2.11
Robert Garrett,FinderHelper,,,Robert’s MacBook Pro,Mac,/Applications/Google Drive.app/Contents/Applications/FinderHelper.app,Identified Developer,,com.google.drivefs.finderhelper,111.0.2,"Developer ID Application: Google LLC (EQHXZ8M8AV), Developer ID Certification Authority, Apple Root CA",111
Robert Garrett,FindMy,,,Robert’s MacBook Pro,Mac,/System/Applications/FindMy.app,Apple,,com.apple.findmy,415.25.2.11.24,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",4
Robert Garrett,Firefox,,,Robert’s MacBook Pro,Mac,/Applications/Firefox.app,Identified Developer,,org.mozilla.firefox,13925.6.9,"Developer ID Application: Mozilla Corporation (43AQ936H96), Developer ID Certification Authority, Apple Root CA",139.0.4
Robert Garrett,Focusrite Control,,,Robert’s MacBook Pro,Mac,/Applications/Focusrite Control.app,Identified Developer,,com.focusrite.FocusriteControl,3.18.0.204,"Developer ID Application: Focusrite Audio Engineering Ltd. (7VYBQV3T2Q), Developer ID Certification Authority, Apple Root CA",3.18.0.204
Robert Garrett,Focusrite Control 2,,,Robert’s MacBook Pro,Mac,/Applications/Focusrite Control 2.app,Identified Developer,,com.focusrite.control,1.273.0.21136,"Developer ID Application: Focusrite Audio Engineering Ltd. (7VYBQV3T2Q), Developer ID Certification Authority, Apple Root CA",1.273.0.21136
Robert Garrett,FocusriteControlServer,,,Robert’s MacBook Pro,Mac,/Applications/Focusrite Control.app/Contents/Library/LoginItems/FocusriteControlServer.app,Identified Developer,,com.focusrite.FocusriteControl.Server,1,"Developer ID Application: Focusrite Audio Engineering Ltd. (7VYBQV3T2Q), Developer ID Certification Authority, Apple Root CA",1
Robert Garrett,Font Book,,,Robert’s MacBook Pro,Mac,/System/Applications/Font Book.app,Apple,,com.apple.FontBook,506.4.0.6,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",11
Robert Garrett,Freeform,,,Robert’s MacBook Pro,Mac,/System/Applications/Freeform.app,Apple,,com.apple.freeform,419.121.1,"Software Signing, Apple Code Signing Certification Authority, Apple Root CA",3.5
Robert Garrett,GarageBand,,,Robert’s MacBook Pro,Mac,/Applications/GarageBand.app,Mac App Store,,com.apple.garageband10,6182,"Apple Mac OS Application Signing, Apple Worldwide Developer Relations Certification Authority, Apple Root CA",10.4.12
Robert Garrett,GIMP,,,Robert’s MacBook Pro,Mac,/Applications/GIMP.app,Identified Developer,,org.gimp.gimp-3.0,3.0.2,"Developer ID Application: GNOME Foundation (T25BQ8HSJF), Developer ID Certification Authority, Apple Root CA",3.0.2
Robert Garrett,GIMP,,,Robert’s MacBook Pro,Mac,/opt/homebrew/Caskroom/gimp/3.0.2/GIMP.app,Identified Developer,,org.gimp.gimp-3.0,3.0.2,"Developer ID Application: GNOME Foundation (T25BQ8HSJF), Developer ID Certification Authority, Apple Root CA",3.0.2
Robert Garrett,Google Chrome,,,Robert’s MacBook Pro,Mac,/Applications/Google Chrome.app,Identified Developer,,com.google.Chrome,7204.101,"Developer ID Application: Google LLC (EQHXZ8M8AV), Developer ID Certification Authority, Apple Root CA",138.0.7204.101
Robert Garrett,Google Chrome Helper,,,Robert’s MacBook Pro,Mac,/Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/138.0.7204.101/Helpers/Google Chrome Helper.app,Identified Developer,,com.google.Chrome.helper,7204.101,"Developer ID Application: Google LLC (EQHXZ8M8AV), Developer ID Certification Authority, Apple Root CA",138.0.7204.101
